DeviceId,DeviceName,DeviceSn,ProductId,TenantId,DeviceStatus,DeviceStatusDesc,NetStatus,NetStatusDesc,FirmwareVersion,DeviceType,CreateTime,UpdateTime,LastActiveTime,OnlineTime,OfflineTime,ActiveTime,LogoutTime,ProductProtocol
"16980130866877072622982","866877072622982","866877072622982",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-28 16:05:15","2025-09-28 16:13:35","2025-09-28 16:13:35","","","","",null
"16980130866877072625001","866877072625001","866877072625001",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-28 16:05:15","2025-09-28 16:05:20","2025-09-28 16:05:20","","","","",null
"16980130866877072640745","866877072640745","866877072640745",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-28 15:19:47","2025-09-28 15:38:58","2025-09-28 15:38:58","","","","",null
"16980130866877072651528","866877072651528","866877072651528",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-28 15:19:47","2025-09-28 15:35:50","2025-09-28 15:35:50","","","","",null
"16980130866877072654068","866877072654068","866877072654068",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-28 15:19:47","2025-09-28 15:31:58","2025-09-28 15:31:58","","","","",null
"16980130866877072659562","866877072659562","866877072659562",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-28 15:19:47","2025-09-28 15:27:32","2025-09-28 15:27:32","","","","",null
"16980130866877072660420","866877072660420","866877072660420",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-28 15:19:47","2025-09-28 15:23:00","2025-09-28 15:23:00","","","","",null
"16980130866877072625944","866877072625944","866877072625944",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-28 15:19:47","2025-09-28 15:41:58","2025-09-28 15:41:58","","","","",null
"16980130866877072656725","866877072656725","866877072656725",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-09-28 15:19:47","2025-09-28 15:44:41","2025-09-28 15:44:41","","","","",null
"16980130866877072660446","866877072660446","866877072660446",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-09-28 15:19:47","2025-09-28 15:50:47","2025-09-28 15:50:47","","","","",null
"16980130866877072640224","866877072640224","866877072640224",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-28 15:19:46","2025-09-28 15:57:48","2025-09-28 15:57:48","","","","",null
"16980130866877072621984","866877072621984","866877072621984",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-28 15:19:46","2025-09-28 16:11:29","2025-09-28 16:11:29","","","","",null
"16980130866877072652807","866877072652807","866877072652807",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-09-28 15:09:06","2025-09-28 15:14:16","2025-09-28 15:14:16","","","","",null
"16980130866877072651460","866877072651460","866877072651460",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-23 11:45:04","2025-09-23 11:51:33","2025-09-23 11:51:33","","","","",null
"16980130866877072656287","866877072656287","866877072656287",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-23 11:45:03","2025-09-23 11:56:17","2025-09-23 11:56:17","","","","",null
"16980130866877072652849","866877072652849","866877072652849",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-09-23 11:45:03","2025-09-23 12:00:49","2025-09-23 12:00:49","","","","",null
"16980130866877072622883","866877072622883","866877072622883",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-23 11:45:03","2025-09-23 12:05:06","2025-09-23 12:05:06","","","","",null
"16980130866877072655644","866877072655644","866877072655644",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-23 11:45:03","2025-09-23 11:49:05","2025-09-23 11:49:05","","","","",null
"16980130866207075001598","866207075001598","866207075001598",16980130,"10433748",0,"Inactive",1,"Online","1.0.0","IoT Device","2025-09-17 17:08:20","","","","","","",null
"16980130866877072660081","866877072660081","866877072660081",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-17 11:27:31","2025-09-17 11:40:35","2025-09-17 11:40:35","","","","",null
"16980130866877072655248","866877072655248","866877072655248",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-17 11:27:31","2025-09-17 11:35:44","2025-09-17 11:35:44","","","","",null
"16980130866877072659968","866877072659968","866877072659968",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-17 11:27:31","2025-09-17 11:33:29","2025-09-17 11:33:29","","","","",null
"16980130866877072651361","866877072651361","866877072651361",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-16 15:45:14","2025-09-16 15:49:48","2025-09-16 15:49:48","","","","",null
"16980130866877072655305","866877072655305","866877072655305",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-16 15:45:14","2025-09-16 15:56:47","2025-09-16 15:56:47","","","","",null
"16980130866877072623147","866877072623147","866877072623147",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-09-16 15:45:14","2025-09-16 16:04:25","2025-09-16 16:04:25","","","","",null
"16980130866877072640620","866877072640620","866877072640620",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-08-29 10:37:21","2025-08-29 10:49:56","2025-08-29 10:49:56","","","","",null
"16980130866877072626629","866877072626629","866877072626629",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-08-29 10:37:21","2025-08-29 11:19:02","2025-08-29 11:19:02","","","","",null
"16980130866877072623188","866877072623188","866877072623188",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-08-29 10:37:20","2025-08-29 10:42:37","2025-08-29 10:42:37","","","","",null
"16980130866877072623006","866877072623006","866877072623006",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-08-29 10:37:20","2025-08-29 10:59:47","2025-08-29 10:59:47","","","","",null
"16980130866877072660180","866877072660180","866877072660180",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-08-29 10:37:20","2025-08-29 10:52:58","2025-08-29 10:52:58","","","","",null
"16980130866877072623063","866877072623063","866877072623063",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-08-29 10:37:20","2025-08-29 10:40:14","2025-08-29 10:40:14","","","","",null
"16980130866877072628906","866877072628906","866877072628906",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-08-28 15:25:07","2025-08-28 15:29:57","2025-08-28 15:29:57","","","","",null
"16980130866877072654027","866877072654027","866877072654027",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-08-28 15:25:07","2025-08-28 15:44:39","2025-08-28 15:44:39","","","","",null
"16980130866877072646064","866877072646064","866877072646064",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-08-28 15:25:07","2025-08-28 15:47:59","2025-08-28 15:47:59","","","","",null
"16980130866877072651684","866877072651684","866877072651684",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-08-28 14:48:08","2025-08-28 15:16:54","2025-08-28 15:16:54","","","","",null
"16980130866877072653565","866877072653565","866877072653565",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-08-28 14:48:08","2025-08-28 15:23:30","2025-08-28 15:23:30","","","","",null
"16980130866877072651569","866877072651569","866877072651569",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-08-28 14:48:08","2025-08-28 15:12:24","2025-08-28 15:12:24","","","","",null
"16980130866877072646080","866877072646080","866877072646080",16980130,"10433748",1,"Active",2,"Offline","1.0.0","IoT Device","2025-08-28 14:48:07","2025-08-28 14:51:38","2025-08-28 14:51:38","","","","",null
"16980130866877072625985","866877072625985","866877072625985",16980130,"10433748",1,"Active",1,"Online","1.0.0","IoT Device","2025-08-28 14:48:07","2025-08-28 15:06:06","2025-08-28 15:06:06","","","","",null
